numbre CCs detected (background including): 168
Component_59 =>Avion 0.00720366 | Cercle 5.25413 | Demi Cercle 7.22819 | double fleche 57.1652 | fleche 0.288364 | Rectangle 3D 36.1184 | Rectangle H 17.2714 | Rectangle V 65.2635 | Rectangle V Empty 39.6163 | Symbole 1 65.2635 | Symbole 2 65.2635 | Symbole 3 55.3439 | Symbole 4 30.5687 | Symbole 5 61.5033 | Symbole 6 58.6465 |  => 0.00720366 => classe  rejet => size format different
Component_60 =>Avion 58.6465 | Cercle 1.14903 | Demi Cercle 7.01426 | double fleche 78.6034 | fleche 25.7534 | Rectangle 3D 59.0518 | Rectangle H 7.62659 | Rectangle V 84.3489 | Rectangle V Empty 18.7362 | Symbole 1 61.4511 | Symbole 2 71.7183 | Symbole 3 36.2216 | Symbole 4 10.1189 | Symbole 5 82.4353 | Symbole 6 80.4917 |  => 1.14903 => Cercle
Component_61 =>Avion 80.4917 | Cercle 1.0366 | Demi Cercle 6.74728 | double fleche 78.5376 | fleche 25.3483 | Rectangle 3D 58.666 | Rectangle H 7.4948 | Rectangle V 84.3807 | Rectangle V Empty 19.106 | Symbole 1 61.7332 | Symbole 2 72.1248 | Symbole 3 36.4435 | Symbole 4 10.2437 | Symbole 5 82.3711 | Symbole 6 80.0713 |  => 1.0366 => Cercle
Component_62 =>Avion 75.2988 | Cercle 3.44494 | Demi Cercle 8.81181 | double fleche 73.0101 | fleche 19.8989 | Rectangle 3D 53.2556 | Rectangle H 5.76948 | Rectangle V 78.8095 | Rectangle V Empty 24.5906 | Symbole 1 67.1687 | Symbole 2 77.5235 | Symbole 3 41.9399 | Symbole 4 15.7567 | Symbole 5 76.8999 | Symbole 6 74.6975 |  => 3.44494 => Cercle
Component_63 =>Avion 74.6975 | Cercle 3.03005 | Demi Cercle 8.76433 | double fleche 73.0235 | fleche 19.8243 | Rectangle 3D 53.1034 | Rectangle H 5.78783 | Rectangle V 78.9944 | Rectangle V Empty 24.6242 | Symbole 1 67.2472 | Symbole 2 77.6628 | Symbole 3 41.9376 | Symbole 4 15.6729 | Symbole 5 76.9303 | Symbole 6 74.5431 |  => 3.03005 => Cercle
Component_64 =>Avion 74.5431 | Cercle 2.7034 | Demi Cercle 7.89398 | double fleche 73.9719 | fleche 21.058 | Rectangle 3D 54.3532 | Rectangle H 6.17251 | Rectangle V 79.6474 | Rectangle V Empty 23.5024 | Symbole 1 66.1905 | Symbole 2 76.4704 | Symbole 3 40.9717 | Symbole 4 14.8519 | Symbole 5 77.8014 | Symbole 6 75.8019 |  => 2.7034 => Cercle
Component_65 =>Avion 75.8019 | Cercle 2.53046 | Demi Cercle 7.79978 | double fleche 73.9548 | fleche 20.9053 | Rectangle 3D 54.2494 | Rectangle H 6.15327 | Rectangle V 79.7819 | Rectangle V Empty 23.5707 | Symbole 1 66.1608 | Symbole 2 76.4833 | Symbole 3 40.9363 | Symbole 4 14.7658 | Symbole 5 77.8696 | Symbole 6 75.698 |  => 2.53046 => Cercle
Component_66 =>Avion 5.65242 | Cercle 11.0184 | Demi Cercle 11.0184 | double fleche 0.0771378 | fleche 11.0184 | Rectangle 3D 11.0184 | Rectangle H 11.0184 | Rectangle V 11.0184 | Rectangle V Empty 11.0184 | Symbole 1 11.0184 | Symbole 2 11.0184 | Symbole 3 11.0184 | Symbole 4 11.0184 | Symbole 5 7.94218 | Symbole 6 6.28519 |  => 0.0771378 => double fleche
Component_67 =>Avion 6.28519 | Cercle 4.41311 | Demi Cercle 10.1035 | double fleche 71.6437 | fleche 18.3713 | Rectangle 3D 51.6995 | Rectangle H 4.77048 | Rectangle V 77.6743 | Rectangle V Empty 26.0477 | Symbole 1 68.5438 | Symbole 2 77.6743 | Symbole 3 43.2785 | Symbole 4 17.0607 | Symbole 5 75.5637 | Symbole 6 73.1071 |  => 4.41311 => Cercle
Component_68 =>Avion 73.1071 | Cercle 1.06463 | Demi Cercle 6.93606 | double fleche 78.6911 | fleche 25.5371 | Rectangle 3D 58.868 | Rectangle H 7.64485 | Rectangle V 84.5665 | Rectangle V Empty 18.8706 | Symbole 1 61.4496 | Symbole 2 71.8851 | Symbole 3 36.2077 | Symbole 4 10.017 | Symbole 5 82.5696 | Symbole 6 80.3017 |  => 1.06463 => Cercle
Component_69 =>Avion 74.7508 | Cercle 3.76995 | Demi Cercle 9.44847 | double fleche 72.5054 | fleche 19.3127 | Rectangle 3D 52.6365 | Rectangle H 5.18181 | Rectangle V 78.3229 | Rectangle V Empty 25.2102 | Symbole 1 67.8565 | Symbole 2 78.2468 | Symbole 3 42.5676 | Symbole 4 16.369 | Symbole 5 76.3205 | Symbole 6 74.0389 |  => 3.76995 => Cercle
Component_70 =>Avion 74.0389 | Cercle 4.40882 | Demi Cercle 9.82428 | double fleche 72.0068 | fleche 18.9171 | Rectangle 3D 52.2653 | Rectangle H 4.7295 | Rectangle V 77.8036 | Rectangle V Empty 25.5437 | Symbole 1 68.1624 | Symbole 2 77.8036 | Symbole 3 42.9487 | Symbole 4 16.758 | Symbole 5 75.8569 | Symbole 6 73.7126 |  => 4.40882 => Cercle
Component_71 =>Avion 73.7126 | Cercle 6.77799 | Demi Cercle 63.8093 | double fleche 136.232 | fleche 82.5896 | Rectangle 3D 116.347 | Rectangle H 47.6457 | Rectangle V 143.315 | Rectangle V Empty 45.7143 | Symbole 1 0.245635 | Symbole 2 13.0739 | Symbole 3 13.2268 | Symbole 4 35.6679 | Symbole 5 140.081 | Symbole 6 137.564 |  => 0.245635 => Symbole 1
Component_72 =>Avion 137.564 | Cercle 2.13493 | Demi Cercle 74.0476 | double fleche 146.054 | fleche 92.75 | Rectangle 3D 126.589 | Rectangle H 57.1541 | Rectangle V 152.759 | Rectangle V Empty 55.2189 | Symbole 1 0.256066 | Symbole 2 4.77101 | Symbole 3 3.51841 | Symbole 4 45.6671 | Symbole 5 149.5 | Symbole 6 147.743 |  => 0.256066 => Symbole 1
Component_73 =>Avion 72.7804 | Cercle 8.50882 | Demi Cercle 8.7518 | double fleche 69.2759 | fleche 17.0048 | Rectangle 3D 51.4668 | Rectangle H 0 | Rectangle V 78.1537 | Rectangle V Empty 24.836 | Symbole 1 69.1879 | Symbole 2 76.0633 | Symbole 3 42.2102 | Symbole 4 17.2657 | Symbole 5 74.7333 | Symbole 6 73.6136 |  => 0 => Rectangle H
Component_74 =>Avion 73.6136 | Cercle 4212.85 | Demi Cercle 4287.04 | double fleche 4359.41 | fleche 4305.72 | Rectangle 3D 4340.48 | Rectangle H 4269.92 | Rectangle V 0 | Rectangle V Empty 4055.86 | Symbole 1 4210.49 | Symbole 2 4214.59 | Symbole 3 4215.11 | Symbole 4 4258.94 | Symbole 5 4362.57 | Symbole 6 4361.77 |  => 0 => Rectangle V
Component_75 =>Avion 4361.67 | Cercle 4212.85 | Demi Cercle 4287.04 | double fleche 4359.41 | fleche 4305.72 | Rectangle 3D 4340.48 | Rectangle H 4269.92 | Rectangle V 0 | Rectangle V Empty 4055.86 | Symbole 1 4210.49 | Symbole 2 4214.59 | Symbole 3 4215.11 | Symbole 4 4258.94 | Symbole 5 4362.57 | Symbole 6 4361.77 |  => 0 => Rectangle V
Component_76 =>Avion 76.171 | Cercle 2.63785 | Demi Cercle 7.81614 | double fleche 73.9205 | fleche 20.9656 | Rectangle 3D 54.2754 | Rectangle H 6.11185 | Rectangle V 79.7402 | Rectangle V Empty 23.5228 | Symbole 1 66.1359 | Symbole 2 76.4697 | Symbole 3 40.911 | Symbole 4 14.7741 | Symbole 5 77.8217 | Symbole 6 75.724 |  => 2.63785 => Cercle
Component_77 =>Avion 75.724 | Cercle 1.00882 | Demi Cercle 6.74251 | double fleche 78.5398 | fleche 25.3436 | Rectangle 3D 58.6544 | Rectangle H 7.4788 | Rectangle V 84.4012 | Rectangle V Empty 19.0751 | Symbole 1 61.7197 | Symbole 2 72.1704 | Symbole 3 36.4388 | Symbole 4 10.2366 | Symbole 5 82.3401 | Symbole 6 80.0624 |  => 1.00882 => Cercle
Component_78 =>Avion 80.0624 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_79 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_80 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_81 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_82 =>Avion 4361.67 | Cercle 4212.85 | Demi Cercle 4287.04 | double fleche 4359.41 | fleche 4305.72 | Rectangle 3D 4340.48 | Rectangle H 4269.92 | Rectangle V 0 | Rectangle V Empty 4055.86 | Symbole 1 4210.49 | Symbole 2 4214.59 | Symbole 3 4215.11 | Symbole 4 4258.94 | Symbole 5 4362.57 | Symbole 6 4361.77 |  => 0 => Rectangle V
Component_83 =>Avion 4361.67 | Cercle 4212.85 | Demi Cercle 4287.04 | double fleche 4359.41 | fleche 4305.72 | Rectangle 3D 4340.48 | Rectangle H 4269.92 | Rectangle V 0 | Rectangle V Empty 4055.86 | Symbole 1 4210.49 | Symbole 2 4214.59 | Symbole 3 4215.11 | Symbole 4 4258.94 | Symbole 5 4362.57 | Symbole 6 4361.77 |  => 0 => Rectangle V
Component_84 =>Avion 4361.77 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_85 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_86 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_87 =>Avion 4706.29 | Cercle 4556.91 | Demi Cercle 4632.05 | double fleche 4703.84 | fleche 4650.71 | Rectangle 3D 4685.42 | Rectangle H 4613.95 | Rectangle V 0 | Rectangle V Empty 4400.04 | Symbole 1 4554.67 | Symbole 2 4558.88 | Symbole 3 4559.87 | Symbole 4 4603.6 | Symbole 5 4706.64 | Symbole 6 4706.61 |  => 0 => Rectangle V
Component_88 =>Avion 151.038 | Cercle 4.29244 | Demi Cercle 77.3413 | double fleche 147.371 | fleche 95.6723 | Rectangle 3D 129.937 | Rectangle H 59.005 | Rectangle V 155.683 | Rectangle V Empty 59.3207 | Symbole 1 6.34327 | Symbole 2 0.087126 | Symbole 3 4.74189 | Symbole 4 50.4524 | Symbole 5 154.267 | Symbole 6 152.586 |  => 0.087126 => Symbole 2
Component_89 =>Avion 147.48 | Cercle 3.72919 | Demi Cercle 73.7141 | double fleche 143.751 | fleche 92.0451 | Rectangle 3D 126.29 | Rectangle H 55.372 | Rectangle V 152.038 | Rectangle V Empty 55.6348 | Symbole 1 5.11504 | Symbole 2 0.102376 | Symbole 3 5.22878 | Symbole 4 46.7602 | Symbole 5 150.581 | Symbole 6 148.932 |  => 0.102376 => Symbole 2
Component_90 =>Avion 74.5835 | Cercle 8.03922 | Demi Cercle 5.18071 | double fleche 71.6731 | fleche 16.1412 | Rectangle 3D 51.178 | Rectangle H 4.24702 | Rectangle V 80.2974 | Rectangle V Empty 24.7746 | Symbole 1 68.3861 | Symbole 2 77.7766 | Symbole 3 40.7145 | Symbole 4 15.7225 | Symbole 5 76.4794 | Symbole 6 73.615 |  => 4.24702 => classe  rejet => size format different
Component_91 =>Avion 62.3423 | Cercle 7.52609 | Demi Cercle 3.84587 | double fleche 59.3427 | fleche 3.91409 | Rectangle 3D 39.0315 | Rectangle H 14.626 | Rectangle V 68.0471 | Rectangle V Empty 37.1645 | Symbole 1 68.0471 | Symbole 2 68.0471 | Symbole 3 52.968 | Symbole 4 28.0578 | Symbole 5 64.1521 | Symbole 6 61.557 |  => 3.84587 => Demi Cercle
Component_92 =>Avion 61.557 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_93 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_94 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_95 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_96 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_97 =>Avion 76.2316 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_98 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_99 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_100 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_101 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_102 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_103 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_104 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_105 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_106 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_107 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_108 =>Avion 76.2316 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_109 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_110 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_111 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_112 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_113 =>Avion 76.2316 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_114 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_115 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_116 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_117 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_118 =>Avion 76.2316 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_119 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_120 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_121 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_122 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_123 =>Avion 93.4832 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
Component_124 =>Avion 76.2316 | Cercle 4.72301 | Demi Cercle 4.12905 | double fleche 73.1717 | fleche 20.1067 | Rectangle 3D 54.7051 | Rectangle H 0 | Rectangle V 82.4532 | Rectangle V Empty 21.4222 | Symbole 1 64.9567 | Symbole 2 72.7228 | Symbole 3 37.8612 | Symbole 4 13.1204 | Symbole 5 78.782 | Symbole 6 76.9553 |  => 0 => Rectangle H
Component_125 =>Avion 76.9553 | Cercle 4.40459 | Demi Cercle 19.3335 | double fleche 90.2295 | fleche 37.6033 | Rectangle 3D 72.1163 | Rectangle H 0 | Rectangle V 99.0398 | Rectangle V Empty 3.77012 | Symbole 1 47.8809 | Symbole 2 55.4705 | Symbole 3 20.9351 | Symbole 4 10.6202 | Symbole 5 95.421 | Symbole 6 94.2616 |  => 0 => Rectangle H
